URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,76.0,24.0,0.5199999948,0.10810810799123448,11.5625,0.547027027027027,1.3107027027027027,11.5625,506.0,925.0,2.72972972972973,2.0,7.50054054054054
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,38.0,13.0,0.49019606881968497,0.16139240455255568,12.64,0.5443037974683544,1.2518987341772154,12.64,172.0,316.0,2.5854430379746836,3.0,7.674050632911392
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,19.0,27.0,-0.17391303969754263,0.07528641558872927,8.855072463768115,0.41243862520458263,1.0173486088379706,8.855072463768115,252.0,611.0,2.130932896890344,3.0,6.947626841243863
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,33.0,27.0,0.09999999833333337,0.08391608379871876,11.916666666666666,0.45034965034965035,1.102097902097902,11.916666666666666,322.0,715.0,2.3048951048951047,7.0,7.082517482517482
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,33.0,27.0,0.09999999833333337,0.08391608379871876,11.916666666666666,0.45034965034965035,1.102097902097902,11.916666666666666,322.0,715.0,2.3048951048951047,7.0,7.082517482517482
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,46.0,10.0,0.6428571313775513,0.08395802086363115,10.261538461538462,0.424287856071964,1.0734632683658172,10.261538461538462,283.0,667.0,2.2593703148425788,5.0,7.076461769115443
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,33.0,10.0,0.5348837084910766,0.06803797457588928,14.044444444444444,0.4889240506329114,1.1405063291139241,14.044444444444444,309.0,632.0,2.3623417721518987,1.0,7.143987341772152
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,56.0,6.0,0.806451599895942,0.06519453200295001,9.90625,0.45425867507886436,1.1099894847528915,9.90625,432.0,951.0,2.3207150368033647,5.0,7.08937960042061
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,8.0,0.0,0.9999998750000157,0.03137254889657824,9.444444444444445,0.35294117647058826,0.9976470588235294,9.444444444444445,90.0,255.0,2.1411764705882352,1.0,6.6156862745098035
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,21.0,44.0,-0.35384614840236694,0.113438045177246,11.46,0.5043630017452007,1.1720767888307155,11.46,289.0,573.0,2.425828970331588,6.0,7.265270506108203
